county_code,district_code,school_code,educational_option,charter,low_grade,high_grade,enrollment,free_meal_count,f_percent,free_and_reduce_count,fr_percent
19,64287,6011407,Traditional,N,K,6,529,421,0.817,476,0.924
19,64287,6011415,Traditional,N,K,6,465,366,0.803,411,0.901
19,64287,6011423,Traditional,N,K,6,692,513,0.758,602,0.889
19,64287,6011431,Traditional,N,K,5,698,541,0.793,599,0.878
19,64287,6011449,Traditional,N,K,6,539,414,0.784,475,0.9
19,64287,6011456,Traditional,N,6,8,482,405,0.84,451,0.936
19,64287,6011464,Traditional,N,K,6,509,362,0.723,431,0.86
19,64287,6011472,Traditional,N,6,8,500,370,0.74,424,0.848
19,64287,6011480,Traditional,N,K,6,444,385,0.881,407,0.931
19,64287,6011498,Traditional,N,K,6,780,596,0.778,677,0.884
19,64287,6011506,Traditional,N,K,6,786,611,0.791,690,0.894
19,64287,6011514,Traditional,N,K,5,595,423,0.728,491,0.845
19,64287,6096135,Traditional,N,7,8,769,593,0.771,694,0.902
19,64287,6110043,Traditional,N,3,8,361,212,0.587,271,0.751
19,64295,1930700,Traditional,N,9,12,1069,800,0.776,873,0.847
19,64295,1936491,Continuation School,N,10,12,57,38,0.76,42,0.84
19,64295,6011530,Traditional,N,K,5,498,421,0.856,460,0.935
19,64295,6011563,Traditional,N,K,5,420,352,0.846,392,0.942
19,64295,6011571,Traditional,N,K,5,473,386,0.835,429,0.929
19,64295,6057483,Traditional,N,K,8,613,466,0.765,534,0.877
19,64295,6057491,Traditional,N,6,8,659,549,0.833,609,0.924
19,64303,1,N/A,N/A,,,15,4,0.286,4,0.286
19,64303,128306,Alternative School of Choice,N,K,12,170,36,0.216,51,0.305
19,64303,1930775,Traditional,N,7,12,2658,1567,0.596,2079,0.791
19,64303,1935618,Traditional,N,7,12,3023,1123,0.376,1638,0.548
19,64303,1938190,Continuation School,N,7,12,233,122,0.584,151,0.722
19,64303,1995679,Community Day School,N,K,12,13,6,0.462,10,0.769
19,64303,6011605,Traditional,N,K,6,503,293,0.594,401,0.813
19,64303,6011613,Traditional,N,K,6,623,241,0.388,356,0.573
19,64303,6011621,Traditional,N,K,6,527,298,0.581,418,0.815
19,64303,6011639,Traditional,N,K,6,892,319,0.363,429,0.488
19,64303,6011647,Traditional,N,K,6,596,433,0.727,525,0.881
19,64303,6011654,Traditional,N,K,6,763,473,0.634,618,0.828
19,64303,6011696,Traditional,N,K,6,610,424,0.695,509,0.834
19,64303,6011704,Traditional,N,K,6,718,226,0.321,303,0.431
19,64303,6011712,Traditional,N,K,6,607,423,0.697,526,0.867
19,64303,6057517,Traditional,N,K,6,727,532,0.742,626,0.873
19,64311,1,N/A,N/A,,,19,0,0,1,0.067
19,64311,1930981,Traditional,N,9,12,1589,111,0.072,136,0.088
19,64311,1931021,Continuation School,N,9,12,12,2,0.167,2,0.167
19,64311,6011746,Traditional,N,K,8,690,31,0.046,43,0.064
19,64311,6011753,Traditional,N,K,8,684,33,0.049,40,0.059
19,64311,6011761,Traditional,N,K,8,650,27,0.042,48,0.075
19,64311,6011779,Traditional,N,K,8,500,47,0.094,59,0.118
19,64329,1,N/A,N/A,,,53,23,0.479,23,0.479
19,64329,130963,Special Education School,N,Adult,Adult,16,0,0,0,0
19,64329,1931088,Traditional,N,9,12,1993,411,0.211,549,0.282
19,64329,1937598,Continuation School,N,9,12,87,45,0.57,53,0.671
19,64329,1937739,Traditional,N,9,12,1360,337,0.254,433,0.327
19,64329,1995893,Alternative School of Choice,N,K,12,27,24,0.923,24,0.923
19,64329,6011787,Traditional,N,K,5,513,153,0.312,185,0.377
19,64329,6011795,Traditional,N,K,5,604,141,0.233,205,0.339
19,64329,6011803,Traditional,N,K,5,475,226,0.495,275,0.602
19,64329,6011811,Traditional,N,K,5,532,141,0.265,195,0.367
19,64329,6011829,Traditional,N,K,5,429,157,0.377,203,0.488
19,64329,6011837,Traditional,N,K,5,753,348,0.462,441,0.586
19,64329,6011845,Traditional,N,K,5,492,71,0.144,102,0.207
19,64329,6011860,Traditional,N,6,8,1391,349,0.251,475,0.341
19,64329,6071385,Traditional,N,6,8,953,287,0.301,371,0.389
19,64329,6110035,Traditional,N,K,5,591,45,0.076,57,0.096
19,64337,1,N/A,N/A,,,31,3,0.12,3,0.12
19,64337,131573,Alternative School of Choice,N,7,12,25,3,0.12,3,0.12
19,64337,1931187,Traditional,N,9,12,2542,686,0.274,861,0.343
19,64337,1931237,Traditional,N,9,12,2615,514,0.201,693,0.27
19,64337,1933332,Continuation School,N,9,12,176,41,0.283,44,0.303
19,64337,1995877,Special Education School,N,6,12,21,6,0.3,8,0.4
19,64337,1996099,Traditional,Y,K,12,969,430,0.623,520,0.754
19,64337,1996230,Community Day School,N,7,12,20,10,0.526,10,0.526
19,64337,6011878,Traditional,N,K,5,368,128,0.348,162,0.44
19,64337,6011886,Traditional,N,K,5,551,85,0.161,106,0.201
19,64337,6011894,Traditional,N,K,5,599,146,0.244,180,0.301
19,64337,6011910,Traditional,N,K,5,613,133,0.217,182,0.297
19,64337,6011928,Traditional,N,K,5,768,88,0.118,111,0.149
19,64337,6011951,Traditional,N,K,5,463,176,0.395,221,0.496
19,64337,6011969,Traditional,N,K,5,746,253,0.345,318,0.433
19,64337,6011993,Traditional,N,K,5,390,165,0.423,205,0.526
19,64337,6012009,Traditional,N,K,5,638,62,0.099,88,0.14
19,64337,6012017,Traditional,N,K,5,569,62,0.109,88,0.155
19,64337,6012025,Traditional,N,K,5,432,174,0.407,213,0.499
19,64337,6057525,Traditional,N,6,8,1029,254,0.247,324,0.315
19,64337,6057533,Traditional,N,6,8,1057,282,0.267,375,0.355
19,64337,6066724,Traditional,N,6,8,1459,406,0.278,515,0.353
19,64345,1,N/A,N/A,,,2,0,0,0,0
19,64345,101600,Traditional,N,K,7,607,188,0.31,227,0.374
19,64345,6012033,Traditional,N,K,6,548,58,0.108,72,0.134
19,64345,6106215,Traditional,N,7,8,582,123,0.211,156,0.268
19,64345,6107353,Traditional,N,K,6,615,174,0.288,208,0.344
19,64352,1,N/A,N/A,,,37,4,0.143,4,0.143
19,64352,118521,Alternative School of Choice,N,9,12,104,41,0.641,48,0.75
19,64352,128488,Traditional,Y,9,12,669,0,0,0,0
19,64352,128496,Traditional,Y,9,12,428,0,0,0,0
19,64352,128900,Community Day School,N,9,12,13,8,0.727,8,0.727
19,64352,1930239,Continuation School,N,9,12,196,103,0.71,112,0.772
19,64352,1933951,Traditional,N,9,12,2187,1430,0.675,1707,0.806
19,64352,1934926,Traditional,N,9,12,2219,1378,0.643,1710,0.798
19,64352,1935048,Traditional,N,9,12,1829,1166,0.673,1379,0.796
19,64378,1,N/A,N/A,,,20,5,0.313,5,0.313
19,64378,1930312,Continuation School,N,9,12,67,34,0.567,42,0.7
19,64378,1931666,Traditional,N,9,12,1645,627,0.39,799,0.497
19,64378,1995885,Alternative School of Choice,N,K,12,63,14,0.241,15,0.259
19,64378,1995927,Community Day School,N,7,12,7,4,0.667,4,0.667
19,64378,6012041,Traditional,N,K,6,433,238,0.561,280,0.66
19,64378,6012066,Traditional,N,K,6,766,374,0.499,467,0.623
19,64378,6012090,Traditional,N,K,6,423,214,0.506,266,0.629
19,64378,6012116,Traditional,N,7,8,712,340,0.478,424,0.596
19,64378,6012132,Traditional,N,K,6,448,195,0.455,246,0.573
19,64378,6012140,Traditional,N,K,6,370,162,0.438,192,0.519
19,64394,1,N/A,N/A,,,7,3,0.5,3,0.5
19,64394,1931807,Continuation School,N,9,12,88,46,0.548,50,0.595
19,64394,1931823,Traditional,N,9,12,2359,596,0.257,753,0.324
19,64394,1996297,Community Day School,N,7,12,20,15,0.75,19,0.95
19,64394,6012157,Traditional,N,K,6,659,107,0.162,130,0.197
19,64394,6012165,Traditional,N,K,6,674,146,0.217,176,0.261
19,64394,6012173,Special Education School,N,K,8,64,13,0.21,20,0.323
19,64394,6012181,Traditional,N,K,6,508,249,0.49,308,0.606
19,64394,6012199,Traditional,N,K,6,279,108,0.424,143,0.561
19,64394,6012207,Traditional,N,K,6,524,217,0.425,250,0.49
19,64394,6012215,Traditional,N,K,6,379,48,0.127,57,0.15
19,64394,6012223,Traditional,N,K,6,319,206,0.646,248,0.777
19,64394,6057541,Traditional,N,7,8,1093,338,0.309,412,0.377
19,64436,1931617,Continuation School,N,9,12,142,83,0.659,98,0.778
19,64436,1932086,Traditional,N,9,12,1316,696,0.537,925,0.714
19,64436,1936418,Traditional,N,9,12,1333,780,0.591,978,0.741
19,64436,1938372,Traditional,N,9,12,1702,720,0.433,982,0.591
19,64436,6012439,Traditional,N,K,5,599,332,0.566,409,0.697
19,64436,6012447,Traditional,N,K,5,483,316,0.672,383,0.815
19,64436,6012470,Traditional,N,K,5,649,405,0.641,482,0.763
19,64436,6012512,Traditional,N,K,5,479,269,0.574,333,0.71
19,64436,6012520,Traditional,N,K,5,379,258,0.686,303,0.806
19,64436,6012538,Traditional,N,6,8,844,549,0.65,672,0.796
19,64436,6012546,Traditional,N,K,5,235,139,0.604,181,0.787
19,64436,6012553,Traditional,N,K,5,391,262,0.684,316,0.825
19,64436,6012561,Traditional,N,K,5,637,198,0.316,284,0.453
19,64436,6012587,Traditional,N,K,5,524,292,0.573,368,0.722
19,64436,6012595,Traditional,N,6,8,811,396,0.488,514,0.634
19,64436,6012611,Traditional,N,6,8,888,507,0.571,662,0.745
19,64436,6012645,Traditional,N,K,5,494,323,0.665,376,0.774
19,64444,1,N/A,N/A,,,34,1,0.034,1,0.034
19,64444,128322,Alternative School of Choice,N,K,12,19,3,0.176,3,0.176
19,64444,1932201,Traditional,N,9,12,2082,567,0.276,737,0.359
19,64444,1932656,Continuation School,N,10,12,34,13,0.406,14,0.438
19,64444,6012660,Traditional,N,K,5,528,116,0.224,152,0.294
19,64444,6012678,Traditional,N,K,5,827,59,0.072,76,0.093
19,64444,6012686,Traditional,N,K,5,536,171,0.329,225,0.433
19,64444,6012694,Traditional,N,K,5,569,62,0.109,77,0.135
19,64444,6012702,Traditional,N,K,5,569,251,0.451,298,0.536
19,64444,6057608,Traditional,N,6,8,1565,419,0.268,549,0.351
19,64451,1,N/A,N/A,,,68,13,0.22,15,0.254
19,64451,1931625,Continuation School,N,9,12,255,140,0.614,157,0.689
19,64451,1932441,Traditional,N,9,12,4274,1987,0.472,2717,0.646
19,64451,1939164,Traditional,N,9,12,3701,1671,0.458,2343,0.642
19,64451,6012736,Traditional,N,K,5,631,464,0.756,543,0.884
19,64451,6012744,Traditional,N,K,3,607,357,0.612,438,0.751
19,64451,6012751,Traditional,N,4,5,547,363,0.664,446,0.815
19,64451,6012777,Traditional,N,K,3,452,288,0.665,342,0.79
19,64451,6012785,Traditional,N,K,5,811,444,0.557,581,0.729
19,64451,6012793,Traditional,N,K,5,684,348,0.519,468,0.697
19,64451,6012801,Traditional,N,K,5,702,265,0.382,374,0.539
19,64451,6012819,Traditional,N,K,3,545,319,0.603,400,0.756
19,64451,6012835,Traditional,N,K,5,881,388,0.447,507,0.584
19,64451,6012868,Traditional,N,K,5,828,405,0.501,545,0.674
19,64451,6012876,Traditional,N,K,5,836,345,0.419,455,0.553
19,64451,6012900,Traditional,N,K,3,746,380,0.521,499,0.684
19,64451,6057616,Traditional,N,6,8,1395,629,0.451,853,0.611
19,64451,6057624,Traditional,N,6,8,1357,628,0.463,874,0.644
19,64451,6057632,Traditional,N,6,8,1153,702,0.609,898,0.779
19,64451,6057640,Traditional,N,6,8,1465,771,0.526,1061,0.724
19,64451,6114235,Traditional,N,4,5,711,403,0.567,521,0.733
19,64469,1,N/A,N/A,,,6,0,0,0,0
19,64469,128736,Traditional,Y,7,12,365,177,0.623,224,0.789
19,64469,1932482,Traditional,N,9,12,944,540,0.582,694,0.748
19,64469,1936079,Continuation School,N,9,12,60,39,0.75,46,0.885
19,64469,6012918,Traditional,N,K,6,346,231,0.696,271,0.816
19,64469,6012926,Traditional,N,K,6,361,242,0.693,284,0.814
19,64469,6012934,Traditional,N,K,6,365,282,0.773,319,0.874
19,64469,6012942,Traditional,N,K,6,500,202,0.404,274,0.548
19,64469,6012959,Traditional,N,K,6,390,155,0.412,211,0.561
19,64469,6057665,Traditional,N,7,8,516,325,0.63,407,0.789
19,64477,122929,Community Day School,N,4,8,4,4,1,4,1
19,64477,129197,Traditional,N,K,6,774,581,0.762,626,0.822
19,64477,6012967,Traditional,N,K,6,576,484,0.861,502,0.893
19,64477,6106421,Traditional,N,K,6,763,634,0.845,656,0.875
19,64477,6108294,Traditional,N,7,8,662,530,0.801,570,0.861
19,64477,6114227,Traditional,N,K,6,645,532,0.838,556,0.876
19,64485,0,N/A,N/A,P,8,54,23,0.426,26,0.481
19,64485,1,N/A,N/A,,,7,2,0.286,2,0.286
19,64485,6012975,Traditional,N,P,5,372,200,0.538,257,0.691
19,64485,6012991,Traditional,N,6,8,1259,502,0.399,662,0.526
19,64485,6013007,Traditional,N,K,5,479,338,0.748,398,0.881
19,64485,6013015,Traditional,N,6,8,1083,338,0.312,454,0.419
19,64485,6013023,Traditional,N,6,8,638,337,0.528,428,0.671
19,64485,6013031,Traditional,N,K,5,505,319,0.632,372,0.737
19,64485,6013049,Traditional,N,K,5,677,396,0.585,472,0.697
19,64485,6013072,Traditional,N,K,5,597,374,0.646,432,0.746
19,64485,6013080,Traditional,N,K,5,559,68,0.122,102,0.182
19,64485,6013098,Traditional,N,K,5,765,173,0.226,242,0.316
19,64485,6013106,Traditional,N,K,5,599,255,0.432,317,0.537
19,64485,6013114,Traditional,N,K,5,642,210,0.328,278,0.434
19,64485,6089148,Traditional,N,K,5,655,166,0.253,225,0.344
19,64501,6013130,Traditional,N,K,6,416,274,0.659,322,0.774
19,64501,6013148,Traditional,N,K,6,399,225,0.573,276,0.702
19,64501,6013155,Traditional,N,K,8,871,742,0.852,803,0.922
19,64501,6013163,Traditional,N,K,6,425,375,0.901,406,0.976
19,64501,6013171,Traditional,N,K,8,1014,739,0.729,841,0.829
19,64501,6013189,Traditional,N,K,5,607,558,0.933,574,0.96
19,64501,6013197,Traditional,N,K,8,508,410,0.818,458,0.914
19,64501,6013205,Traditional,N,K,6,495,402,0.838,447,0.931
19,64501,6013221,Traditional,N,K,6,362,322,0.89,345,0.953
19,64501,6013247,Traditional,N,K,8,925,863,0.933,902,0.975
19,64501,6013254,Traditional,N,K,8,830,555,0.673,647,0.784
19,64501,6013262,Traditional,N,K,6,412,314,0.762,357,0.867
19,64501,6013270,Special Education School,N,K,8,46,27,0.587,28,0.609
19,64501,6013288,Traditional,N,K,6,507,449,0.909,473,0.957
19,64501,6013296,Traditional,N,K,8,892,731,0.82,817,0.916
19,64519,1,N/A,N/A,,,44,19,0.576,21,0.636
19,64519,1930320,Traditional,N,9,12,2228,1529,0.705,1874,0.864
19,64519,1932664,Traditional,N,9,12,1830,1482,0.827,1707,0.953
19,64519,1932680,Traditional,N,9,12,1404,1125,0.815,1314,0.951
19,64519,1937481,Traditional,N,9,12,1805,1107,0.662,1427,0.853
19,64519,1938919,Continuation School,N,10,12,371,276,0.905,292,0.957
19,64519,1995661,Traditional,N,9,12,1388,1078,0.792,1243,0.913
19,64519,1996123,Community Day School,N,9,12,45,33,0.892,33,0.892
19,64527,0,N/A,N/A,P,Adult,15,4,0.308,4,0.308
19,64527,1,N/A,N/A,,,38,12,0.414,13,0.448
19,64527,1932698,Continuation School,N,9,12,190,96,0.619,104,0.671
19,64527,1932706,Traditional,N,9,12,2635,1544,0.608,1891,0.744
19,64527,6013304,Traditional,N,K,5,472,281,0.614,342,0.747
19,64527,6013312,Traditional,N,K,5,415,234,0.588,273,0.686
19,64527,6013338,Traditional,N,K,5,442,296,0.69,341,0.795
19,64527,6013353,Traditional,N,K,5,457,339,0.743,389,0.853
19,64527,6013379,Traditional,N,K,5,439,295,0.672,342,0.779
19,64527,6013387,Traditional,N,K,5,681,402,0.601,492,0.735
19,64527,6013403,Traditional,N,K,5,556,405,0.753,454,0.844
19,64527,6013411,Traditional,N,K,5,454,280,0.644,330,0.759
19,64527,6057681,Traditional,N,6,8,575,325,0.565,417,0.725
19,64527,6061287,Traditional,N,6,8,724,485,0.67,559,0.772
19,64527,6061295,Traditional,N,6,8,773,478,0.618,592,0.766
19,64535,1930353,Continuation School,N,9,12,34,3,0.1,5,0.167
19,64535,1932763,Traditional,N,9,12,1255,104,0.086,143,0.118
19,64535,6013429,Traditional,N,K,5,737,68,0.095,100,0.14
19,64535,6013452,Traditional,N,6,8,835,94,0.113,117,0.14
19,64535,6116248,Traditional,N,K,5,610,63,0.105,73,0.122
19,64550,1,N/A,N/A,,,14,12,0.857,12,0.857
19,64550,6013510,Traditional,N,K,6,388,273,0.717,318,0.835
19,64550,6013528,Traditional,N,K,6,515,365,0.709,429,0.833
19,64550,6013536,Traditional,N,K,6,445,351,0.789,387,0.87
19,64550,6013544,Traditional,N,K,6,445,312,0.712,348,0.795
19,64550,6013551,Traditional,N,K,6,401,199,0.512,236,0.607
19,64550,6013585,Traditional,N,K,6,474,302,0.637,351,0.741
19,64550,6013593,Traditional,N,K,6,531,406,0.782,465,0.896
19,64550,6013601,Traditional,N,7,8,717,467,0.651,529,0.738
19,64550,6101497,Traditional,N,7,8,438,303,0.692,356,0.813
19,64550,6105886,Traditional,N,K,6,522,410,0.785,462,0.885
19,64568,1,N/A,N/A,,,65,3,0.048,3,0.048
19,64568,1932144,Traditional,N,9,12,2670,321,0.123,419,0.161
19,64568,1933472,Continuation School,N,9,12,227,88,0.518,103,0.606
19,64568,1933530,Traditional,N,9,12,2433,1321,0.557,1631,0.688
19,64568,1934082,Traditional,N,9,12,1640,821,0.51,1051,0.652
19,64568,1995497,Alternative School of Choice,N,K,12,98,30,0.309,33,0.34
19,64568,1996131,Traditional,N,9,12,1103,437,0.398,587,0.535
19,64568,1996156,Community Day School,N,7,10,3,2,0.667,2,0.667
19,64568,6013619,Traditional,N,K,6,786,313,0.408,405,0.527
19,64568,6013627,Traditional,N,K,6,425,294,0.726,337,0.832
19,64568,6013635,Traditional,N,K,5,599,342,0.594,420,0.729
19,64568,6013643,Traditional,N,K,6,457,50,0.109,66,0.144
19,64568,6013650,Traditional,N,K,6,884,451,0.511,554,0.627
19,64568,6013676,Traditional,N,K,6,656,87,0.134,127,0.196
19,64568,6013684,Traditional,N,K,6,695,102,0.149,137,0.201
19,64568,6013692,Traditional,N,K,6,573,130,0.233,178,0.319
19,64568,6013718,Traditional,N,K,6,650,406,0.627,487,0.752
19,64568,6013726,Traditional,N,K,5,1023,267,0.261,376,0.368
19,64568,6013734,Traditional,N,K,6,506,103,0.209,145,0.294
19,64568,6013742,Traditional,N,K,6,506,80,0.158,119,0.235
19,64568,6013767,Traditional,N,K,5,661,521,0.802,585,0.9
19,64568,6013775,Traditional,N,K,5,516,350,0.706,412,0.831
19,64568,6013783,Traditional,N,K,6,764,53,0.069,84,0.11
19,64568,6013809,Traditional,N,K,6,550,56,0.102,68,0.124
19,64568,6013817,Traditional,N,K,6,886,550,0.628,660,0.753
19,64568,6013825,Traditional,N,K,6,407,34,0.089,47,0.123
19,64568,6013833,Traditional,N,K,6,814,134,0.165,200,0.246
19,64568,6013841,Traditional,N,K,5,897,463,0.516,570,0.635
19,64568,6057715,Traditional,N,6,8,770,549,0.713,636,0.826
19,64568,6057723,Traditional,N,6,8,1241,601,0.484,764,0.616
19,64568,6061303,Traditional,N,7,8,1279,174,0.136,238,0.186
19,64568,6061311,Traditional,N,6,8,1179,587,0.498,708,0.601
19,64568,6099022,Special Education School,N,K,12,154,17,0.347,21,0.429
19,64576,1,N/A,N/A,,,14,0,0,0,0
19,64576,1933597,Traditional,N,9,12,2528,380,0.155,522,0.212
19,64576,1939677,Continuation School,N,9,12,56,25,0.521,26,0.542
19,64576,6013866,Traditional,N,K,5,690,103,0.152,142,0.21
19,64576,6013882,Traditional,N,K,5,747,168,0.228,222,0.302
19,64576,6013908,Traditional,N,K,5,607,72,0.119,106,0.175
19,64576,6013916,Traditional,N,K,5,572,274,0.486,345,0.612
19,64576,6013924,Traditional,N,K,5,551,89,0.165,114,0.211
19,64576,6057731,Traditional,N,6,8,942,107,0.114,146,0.155
19,64576,6061329,Traditional,N,6,8,900,271,0.301,369,0.41
19,64584,1996305,Traditional,Y,K,12,2236,548,0.252,739,0.34
19,64584,6013940,Traditional,N,K,8,103,47,0.461,64,0.627
19,64592,1,N/A,N/A,,,3,2,0.667,2,0.667
19,64592,100354,Traditional,Y,9,12,567,362,0.648,441,0.789
19,64592,6013957,Traditional,N,K,5,1026,803,0.794,895,0.885
19,64592,6013965,Traditional,N,6,8,919,682,0.742,777,0.845
19,64592,6013973,Traditional,N,K,5,566,435,0.785,489,0.883
19,64592,6013981,Traditional,N,K,5,755,443,0.595,548,0.737
19,64592,6013999,Traditional,N,K,5,669,561,0.856,606,0.925
19,64592,6014013,Traditional,N,K,5,608,489,0.818,541,0.905
19,64592,6014021,Traditional,N,6,8,760,628,0.826,680,0.895
19,64592,6014039,Traditional,N,K,5,1219,986,0.82,1082,0.9
19,64592,6115265,Traditional,N,6,8,914,709,0.776,800,0.875
19,64592,6117246,Traditional,N,K,5,683,560,0.836,611,0.912
19,64600,1,N/A,N/A,,,2,0,0,0,0
19,64600,6014047,Traditional,N,K,3,576,8,0.014,9,0.016
19,64600,6095434,Traditional,N,4,8,852,28,0.033,28,0.033
19,64626,6014427,Traditional,N,K,8,39,11,0.297,15,0.405
19,64634,1,N/A,N/A,,,97,5,0.053,5,0.053
19,64634,101667,Traditional,Y,K,5,381,236,0.621,293,0.771
19,64634,116822,Traditional,Y,6,8,200,109,0.545,145,0.725
19,64634,119552,Traditional,Y,K,6,434,276,0.643,335,0.781
19,64634,120303,Traditional,Y,K,5,394,317,0.813,371,0.951
19,64634,120311,Traditional,Y,6,8,216,180,0.833,202,0.935
19,64634,121186,Traditional,Y,K,6,325,270,0.852,296,0.934
19,64634,128991,Traditional,Y,6,8,95,92,0.968,94,0.989
19,64634,1934231,Traditional,N,9,12,1050,477,0.493,492,0.509
19,64634,1934249,Continuation School,N,9,12,78,27,0.519,27,0.519
19,64634,1936046,Traditional,N,9,12,897,567,0.685,594,0.717
19,64634,1996529,Traditional,N,10,12,294,110,0.386,114,0.4
19,64634,1996586,Traditional,Y,9,12,642,488,0.778,573,0.914
19,64634,6014435,Traditional,N,K,6,467,332,0.726,356,0.779
19,64634,6014443,Traditional,N,K,6,473,323,0.698,349,0.754
19,64634,6014450,Traditional,N,K,6,688,466,0.684,500,0.734
19,64634,6014476,Traditional,N,K,6,708,466,0.673,491,0.71
19,64634,6014492,Traditional,N,K,6,615,422,0.693,448,0.736
19,64634,6014518,Traditional,Y,K,8,661,368,0.568,413,0.637
19,64634,6014526,Traditional,N,K,6,326,225,0.712,232,0.734
19,64634,6014534,Traditional,N,K,6,708,484,0.69,521,0.743
19,64634,6014542,Traditional,N,K,8,570,244,0.433,252,0.448
19,64634,6014559,Traditional,N,K,6,786,557,0.718,591,0.762
19,64634,6014575,Traditional,N,K,6,424,267,0.653,271,0.663
19,64634,6057749,Traditional,N,7,9,661,421,0.637,438,0.663
19,64634,6057756,Traditional,N,7,8,601,457,0.76,478,0.795
19,64634,6098768,Traditional,N,K,6,371,253,0.701,262,0.726
19,64642,120956,Community Day School,N,K,8,2,2,1,2,1
19,64642,6014583,Traditional,N,5,8,361,244,0.676,293,0.812
19,64642,6014591,Traditional,N,K,8,430,342,0.797,373,0.869
19,64642,6014609,Traditional,N,K,8,367,297,0.809,333,0.907
19,64642,6105969,Traditional,N,K,8,501,400,0.798,442,0.882
19,64642,6106272,Traditional,N,K,8,625,499,0.829,543,0.902
19,64642,6108542,Traditional,N,K,8,341,228,0.669,251,0.736
19,64659,1,N/A,N/A,,,15,1,0.091,1,0.091
19,64659,1934611,Traditional,N,7,12,2075,27,0.013,29,0.014
19,64659,6014633,Traditional,N,K,6,672,10,0.015,14,0.022
19,64659,6014658,Traditional,N,K,6,614,12,0.02,12,0.02
19,64659,6014666,Traditional,N,K,6,717,10,0.014,12,0.017
19,64667,106070,Traditional,N,6,8,793,494,0.623,529,0.667
19,64667,119313,Traditional,N,K,6,666,425,0.651,456,0.698
19,64667,123174,Traditional,Y,K,8,453,358,0.806,379,0.854
19,64667,124099,Traditional,N,K,8,1014,814,0.82,866,0.872
19,64667,125559,Traditional,Y,K,8,613,227,0.374,239,0.394
19,64667,1996420,Traditional,N,6,8,1014,673,0.664,729,0.719
19,64667,6014674,Traditional,N,K,6,800,661,0.84,696,0.884
19,64667,6014682,Traditional,N,K,5,697,639,0.929,649,0.943
19,64667,6014690,Traditional,N,K,5,671,591,0.898,612,0.93
19,64667,6014708,Traditional,N,K,5,746,673,0.921,686,0.938
19,64667,6014716,Traditional,N,K,6,556,484,0.886,499,0.914
19,64667,6014724,Traditional,N,K,5,750,564,0.772,589,0.806
19,64667,6014740,Traditional,N,6,8,981,885,0.902,905,0.923
19,64667,6014757,Traditional,N,K,5,666,552,0.848,576,0.885
19,64667,6014765,Traditional,N,K,6,611,508,0.851,534,0.894
19,64667,6108393,Traditional,N,K,6,660,457,0.702,481,0.739
19,64667,6108401,Traditional,N,K,7,986,817,0.846,848,0.878
19,64667,6108419,Traditional,N,K,5,718,555,0.792,586,0.836
19,64667,6108526,Alternative School of Choice,N,4,8,102,69,0.676,70,0.686
19,64667,6109276,Traditional,N,K,5,861,444,0.523,480,0.565
19,64667,6113294,Traditional,N,6,8,933,773,0.829,801,0.859
19,64683,1,N/A,N/A,,,14,0,0,0,0
19,64683,101154,Traditional,N,6,8,790,42,0.053,56,0.071
19,64683,116129,Alternative School of Choice,N,K,8,369,15,0.041,16,0.044
19,64683,1930080,Traditional,N,9,12,2075,106,0.052,142,0.07
19,64683,1931260,Continuation School,N,9,12,29,7,0.28,7,0.28
19,64683,1931781,Traditional,N,9,12,1903,129,0.069,158,0.085
19,64683,6014781,Traditional,N,6,8,875,75,0.086,97,0.111
19,64683,6014799,Traditional,N,K,5,640,39,0.063,60,0.096
19,64683,6014807,Traditional,N,K,5,591,22,0.038,24,0.041
19,64683,6014815,Traditional,N,K,5,438,20,0.046,23,0.053
19,64683,6014823,Traditional,N,K,5,429,23,0.055,34,0.082
19,64683,6066765,Traditional,N,6,8,1027,70,0.068,76,0.074
19,64683,6085658,Traditional,N,K,5,603,75,0.127,88,0.149
19,64683,6093025,Traditional,N,K,5,404,80,0.202,98,0.247
19,64683,6099030,Traditional,N,K,5,587,18,0.031,23,0.04
19,64683,6110563,Traditional,N,K,5,600,19,0.032,22,0.038
19,64691,1,N/A,N/A,,,9,2,0.222,2,0.222
19,64691,112144,Traditional,N,6,8,917,566,0.617,701,0.764
19,64691,1996438,Traditional,Y,9,12,515,319,0.634,406,0.807
19,64691,6014831,Traditional,N,K,5,765,534,0.711,626,0.834
19,64691,6014856,Traditional,N,K,5,581,399,0.702,462,0.813
19,64691,6014898,Traditional,N,K,5,466,274,0.588,343,0.736
19,64691,6014906,Traditional,N,K,5,529,222,0.42,312,0.591
19,64691,6014914,Traditional,N,K,5,625,466,0.759,542,0.883
19,64691,6014922,Traditional,N,6,8,1020,690,0.676,820,0.804
19,64691,6014930,Traditional,N,K,5,765,485,0.65,595,0.798
19,64709,1,N/A,N/A,,,7,1,0.143,1,0.143
19,64709,100602,Traditional,Y,9,12,563,438,0.781,533,0.95
19,64709,100610,Traditional,N,K,5,591,520,0.881,566,0.959
19,64709,107508,Traditional,Y,6,8,432,350,0.81,383,0.887
19,64709,112250,Traditional,Y,6,8,225,174,0.773,194,0.862
19,64709,1996313,Traditional,Y,9,12,638,502,0.803,585,0.936
19,64709,6014948,Traditional,N,K,5,670,565,0.857,625,0.948
19,64709,6014955,Traditional,N,K,5,574,497,0.869,550,0.962
