school_name,test_id,enrollment,charter,f_percent,fr_percent,student_teacher_ratio,student_admin_ratio,avg_exp,avg_yrs_district,dropouts_per_enrollment,susp_per_enrollment,district_budget_per_student,percent_met_and_above
California Virtual Academy @ Los Angeles,math,3147,True,0.47600000000000003,0.588,8.064268142681426,18.92249413745415,8,4,0,0,3836.322674299881,0.20891443167305238
California Virtual Academy @ San Diego,ela,2533,True,0.444,0.569,6.3363017810686415,14.958072516830045,9,4,0,0,210.42967470760232,0.4402047913446677
California Virtual Academy @ San Diego,math,2533,True,0.444,0.569,6.3363017810686415,14.958072516830045,9,4,0,0,210.42967470760232,0.22162673879443584
California Virtual Academy @ San Joaquin,ela,1428,True,0.40700000000000003,0.52,3.595166163141994,8.523846475258162,9,4,0,0,2247.9233120638073,0.3726021798365123
California Virtual Academy @ San Joaquin,math,1428,True,0.40700000000000003,0.52,3.595166163141994,8.523846475258162,9,4,0,0,2247.9233120638073,0.18918144611186904
California Virtual Academy @ San Mateo,ela,801,True,0.306,0.38,2.407719129493808,5.6293485135989885,8,4,0,0,4676.747584419223,0.557878787878788
California Virtual Academy @ San Mateo,math,801,True,0.306,0.38,2.407719129493808,5.6293485135989885,8,4,0,0,4676.747584419223,0.30829516539440205
California Virtual Academy @ Sonoma,ela,638,True,0.428,0.5720000000000001,2.0015686274509803,4.164219045754193,9,4,0,0,1581.2943442622948,0.42753205128205124
California Virtual Academy @ Sonoma,math,638,True,0.428,0.5720000000000001,2.0015686274509803,4.164219045754193,9,4,0,0,1581.2943442622948,0.2015015974440895
California Virtual Academy @ Sutter,ela,830,True,0.506,0.609,2.1300074421946773,4.7999074716631975,8,4,0,0,388.59061046511636,0.40219858156028365
California Virtual Academy @ Sutter,math,830,True,0.506,0.609,2.1300074421946773,4.7999074716631975,8,4,0,0,388.59061046511636,0.2092434988179669
California Virtual Academy High @ Maricopa,ela,595,True,0.486,0.644,2.504103362653087,7.353849956742059,8,3,0,0,1112.9618007483632,0.51
California Virtual Academy High @ Maricopa,math,595,True,0.486,0.644,2.504103362653087,7.353849956742059,8,3,0,0,1112.9618007483632,0.12
Calipatria High,ela,370,False,0.73,0.773,16.517857142857142,231.25,11,9,0,0.1,6082.82070804196,0.73
Calipatria High,math,370,False,0.73,0.773,16.517857142857142,231.25,11,9,0,0.1,6082.82070804196,0.34
Calistoga Junior-Senior High,ela,351,False,0.36,0.49700000000000005,16.325581395348838,175.5,14,10,0,0.03418803418803419,8261.303383371824,0.3974585635359116
Calistoga Junior-Senior High,math,351,False,0.36,0.49700000000000005,16.325581395348838,175.5,14,10,0,0.03418803418803419,8261.303383371824,0.2416850828729282
Camarillo Academy Of Progressive Education,ela,569,True,0.054000000000000006,0.062,24.21276595744681,189.66666666666666,7,3,0,0,5190.628910891084,0.7780699481865286
Camarillo Academy Of Progressive Education,math,569,True,0.054000000000000006,0.062,24.21276595744681,189.66666666666666,7,3,0,0,5190.628910891084,0.7613730569948186
Camino Nuevo Charter High,ela,324,True,0.8220000000000001,0.893,26.129032258064516,135.0,3,2,0,0.1419753086419753,5587.211817288847,0.49
Camino Nuevo Charter High,math,324,True,0.8220000000000001,0.893,26.129032258064516,135.0,3,2,0,0.1419753086419753,5587.211817288847,0.13
Camino Nuevo High No. 2,ela,472,True,0.9259999999999999,0.9670000000000001,23.959390862944165,138.8235294117647,6,3,0,0.0,5587.211817288847,0.77
Camino Nuevo High No. 2,math,472,True,0.9259999999999999,0.9670000000000001,23.959390862944165,138.8235294117647,6,3,0,0.0,5587.211817288847,0.43000000000000005
Campolindo High,ela,1300,False,0.012,0.021,18.895348837209305,433.3333333333333,18,12,0,0.0,6069.122131265771,0.8799999999999999
Campolindo High,math,1300,False,0.012,0.021,18.895348837209305,433.3333333333333,18,12,0,0.0,6069.122131265771,0.76
Camptonville Academy,ela,462,True,0.516,0.578,23.39240506329114,121.57894736842105,14,8,0,0.0,4892.884064272212,0.40845132743362833
Camptonville Academy,math,462,True,0.516,0.578,23.39240506329114,121.57894736842105,14,8,0,0.0,4892.884064272212,0.31011061946902657
Canoga Park Senior High,ela,1434,False,0.7120000000000001,0.825,18.38697268880626,478.0,17,17,0,0.009762900976290097,5587.211817288847,0.63
Canoga Park Senior High,math,1434,False,0.7120000000000001,0.825,18.38697268880626,478.0,17,17,0,0.009762900976290097,5587.211817288847,0.2
Canyon Crest Academy,ela,2255,False,0.023,0.028999999999999998,24.62865880297073,563.75,9,7,0,0.0066518847006651885,4587.5904879773625,0.92
Canyon Crest Academy,math,2255,False,0.023,0.028999999999999998,24.62865880297073,563.75,9,7,0,0.0066518847006651885,4587.5904879773625,0.8
Canyon High,ela,2345,False,0.08199999999999999,0.105,22.014645137063464,781.6666666666666,12,10,0,0.008528784648187633,4520.907335201906,0.8041030358785648
Canyon High,math,2345,False,0.08199999999999999,0.105,22.014645137063464,781.6666666666666,12,10,0,0.008528784648187633,4520.907335201906,0.4813780260707635
Canyon Springs High,ela,2464,False,0.599,0.71,23.574435514734024,821.3333333333334,15,12,0,0.04261363636363636,5004.131770962231,0.5900000000000001
Canyon Springs High,math,2464,False,0.599,0.71,23.574435514734024,821.3333333333334,15,12,0,0.04261363636363636,5004.131770962231,0.2
Capistrano Connections Academy,ela,2812,True,0.309,0.386,19.552218050340706,351.5,7,2,0,0,4497.252292958168,0.6296467991169978
Capistrano Connections Academy,math,2812,True,0.309,0.386,19.552218050340706,351.5,7,2,0,0,4497.252292958168,0.2875372578241431
Capistrano Valley High,ela,2241,False,0.196,0.231,25.982608695652175,339.54545454545456,14,13,0,0.030789825970548863,4497.252292958168,0.75
Capistrano Valley High,math,2241,False,0.196,0.231,25.982608695652175,339.54545454545456,14,13,0,0.030789825970548863,4497.252292958168,0.51
Capuchino High,ela,1127,False,0.165,0.212,17.770419426048566,225.4,12,6,0,0.024844720496894408,8040.491423603062,0.75
Capuchino High,math,1127,False,0.165,0.212,17.770419426048566,225.4,12,6,0,0.024844720496894408,8040.491423603062,0.45
Carlmont High,ela,2147,False,0.086,0.106,20.64423076923077,715.6666666666666,14,11,0,0.03306939916162087,6052.405619750052,0.7
Carlmont High,math,2147,False,0.086,0.106,20.64423076923077,715.6666666666666,14,11,0,0.03306939916162087,6052.405619750052,0.6
Carlsbad High,ela,2459,False,0.134,0.177,25.295751465898572,361.61764705882354,18,15,0,0.016266775111834077,4533.084824410945,0.7300000000000001
Carlsbad High,math,2459,False,0.134,0.177,25.295751465898572,361.61764705882354,18,15,0,0.016266775111834077,4533.084824410945,0.54
Carmel High,ela,857,False,0.085,0.11900000000000001,14.826989619377164,285.6666666666667,18,11,0,0.01866977829638273,10026.634167330689,0.9
Carmel High,math,857,False,0.085,0.11900000000000001,14.826989619377164,285.6666666666667,18,11,0,0.01866977829638273,10026.634167330689,0.68
Carpinteria Senior High,ela,648,False,0.426,0.598,19.518072289156624,324.0,14,12,0,0.026234567901234566,5479.445541086662,0.6000000000000001
Carpinteria Senior High,math,648,False,0.426,0.598,19.518072289156624,324.0,14,12,0,0.026234567901234566,5479.445541086662,0.45
Carson Senior High,ela,1560,False,0.568,0.703,21.178387184360577,520.0,17,17,0,0.0,5587.211817288847,0.45000000000000007
Carson Senior High,math,1560,False,0.568,0.703,21.178387184360577,520.0,17,17,0,0.0,5587.211817288847,0.17
Carter G. Woodson Public Charter,ela,329,True,0.941,0.992,22.22972972972973,65.8,7,5,0,0.20364741641337386,5637.446769398318,0.09952000000000001
Carter G. Woodson Public Charter,math,329,True,0.941,0.992,22.22972972972973,65.8,7,5,0,0.20364741641337386,5637.446769398318,0.009139344262295082
Caruthers High,ela,580,False,0.7609999999999999,0.863,20.0,290.0,12,10,0,0.01896551724137931,5742.858216292134,0.41000000000000003
Caruthers High,math,580,False,0.7609999999999999,0.863,20.0,290.0,12,10,0,0.01896551724137931,5742.858216292134,0.24000000000000002
"Casa Ramona Academy For Technology, Community, And",ela,197,True,0.888,0.9540000000000001,17.74774774774775,98.5,7,2,0,0.0,5931.2610631671805,0.15
"Casa Ramona Academy For Technology, Community, And",math,197,True,0.888,0.9540000000000001,17.74774774774775,98.5,7,2,0,0.0,5931.2610631671805,0.17290983606557378
Casa Roble Fundamental High,ela,1262,False,0.249,0.308,20.52700065061809,420.6666666666667,13,13,0,0.33201267828843106,4674.786103623593,0.55
Casa Roble Fundamental High,math,1262,False,0.249,0.308,20.52700065061809,420.6666666666667,13,13,0,0.33201267828843106,4674.786103623593,0.25
Castle Park Senior High,ela,1533,False,0.634,0.7859999999999999,21.884368308351178,306.6,12,10,0,0.0,4933.276800730808,0.56
Castle Park Senior High,math,1533,False,0.634,0.7859999999999999,21.884368308351178,306.6,12,10,0,0.0,4933.276800730808,0.17
Castle Rock,ela,377,True,0.45299999999999996,0.479,19.676409185803756,188.5,14,12,0,0.0,6008.772721088438,0.283739837398374
Castle Rock,math,377,True,0.45299999999999996,0.479,19.676409185803756,188.5,14,12,0,0.0,6008.772721088438,0.09040322580645162
Castlemont High,ela,564,False,0.78,0.81,14.314720812182742,156.66666666666666,6,6,0,0.06560283687943262,4715.8310267220695,0.060000000000000005
Castlemont High,math,564,False,0.78,0.81,14.314720812182742,156.66666666666666,6,6,0,0.06560283687943262,4715.8310267220695,0.0
Castro Valley High,ela,2917,False,0.15,0.2,22.04837490551776,317.0652173913044,13,9,0,0.049022968803565305,4972.233653640829,0.67
Castro Valley High,math,2917,False,0.15,0.2,22.04837490551776,317.0652173913044,13,9,0,0.049022968803565305,4972.233653640829,0.51
Cathedral City High,ela,1623,False,0.6990000000000001,0.833,20.993403181994566,225.41666666666666,16,12,0,0.013555144793592114,6008.16701130717,0.61
Cathedral City High,math,1623,False,0.6990000000000001,0.833,20.993403181994566,225.41666666666666,16,12,0,0.013555144793592114,6008.16701130717,0.22999999999999998
Ceiba College Preparatory Academy,ela,526,True,0.664,0.828,61.88235294117647,263.0,4,3,0,0,5395.03776554977,0.36854166666666666
Ceiba College Preparatory Academy,math,526,True,0.664,0.828,61.88235294117647,263.0,4,3,0,0,5395.03776554977,0.14980769230769234
Centennial High,ela,3339,False,0.36700000000000005,0.5,24.78841870824054,417.375,14,11,0,0.07457322551662174,5026.825883157777,0.6405320699708454
Centennial High,math,3339,False,0.36700000000000005,0.5,24.78841870824054,417.375,14,11,0,0.07457322551662174,5026.825883157777,0.3724581818181818
Center High,ela,1298,False,0.45,0.5760000000000001,21.81512605042017,431.2292358803987,16,11,0,0.02234206471494607,4628.1374817599035,0.64
Center High,math,1298,False,0.45,0.5760000000000001,21.81512605042017,431.2292358803987,16,11,0,0.02234206471494607,4628.1374817599035,0.45
