school_name,test_id,enrollment,charter,f_percent,fr_percent,student_teacher_ratio,student_admin_ratio,avg_exp,avg_yrs_district,susp_per_enrollment,district_budget_per_student,percent_met_and_above
Ace Franklin Mckinley,ela,224,True,0.892,0.955,29.866666666666667,89.6,4,2,0.05357142857142857,4553.874587907142,0.19169950738916258
Ace Franklin Mckinley,math,224,True,0.892,0.955,29.866666666666667,89.6,4,2,0.05357142857142857,4553.874587907142,0.17938423645320198
Ace Inspire Academy,ela,111,True,0.7659999999999999,0.91,22.2,111.0,8,1,0,4769.21579158193,0.4294495412844037
Ace Inspire Academy,math,111,True,0.7659999999999999,0.91,22.2,111.0,8,1,0,4769.21579158193,0.2695871559633028
Adaline E. Kent Middle,ela,573,False,0.03,0.044000000000000004,15.403225806451612,238.75,18,12,0.0,7917.173219789133,0.8595752212389381
Adaline E. Kent Middle,math,573,False,0.03,0.044000000000000004,15.403225806451612,238.75,18,12,0.0,7917.173219789133,0.7422526501766784
Adams (J. Douglas) Middle,ela,1167,False,0.153,0.203,23.228503184713375,389.0,11,7,0.009425878320479864,4992.368155184253,0.7082781168265039
Adams (J. Douglas) Middle,math,1167,False,0.153,0.203,23.228503184713375,389.0,11,7,0.009425878320479864,4992.368155184253,0.5913763066202091
Adams Middle,ela,994,False,0.19399999999999998,0.255,23.062645011600928,497.0,13,9,0.014084507042253521,5087.455446531641,0.718838174273859
Adams Middle,math,994,False,0.19399999999999998,0.255,23.062645011600928,497.0,13,9,0.014084507042253521,5087.455446531641,0.4784659685863875
Adele Harrison Middle,ela,415,False,0.33299999999999996,0.45299999999999996,16.46825396825397,207.5,12,8,0.0,6009.654485900217,0.4406723716381418
Adele Harrison Middle,math,415,False,0.33299999999999996,0.45299999999999996,16.46825396825397,207.5,12,8,0.0,6009.654485900217,0.3095588235294118
Albany Middle,ela,895,False,0.132,0.174,16.589434661723818,223.75,10,6,0.01452513966480447,6537.377040816327,0.7594600938967135
Albany Middle,math,895,False,0.132,0.174,16.589434661723818,223.75,10,6,0.01452513966480447,6537.377040816327,0.7371261682242991
Albert Einstein Academy Charter Middle,ela,587,True,0.40399999999999997,0.49700000000000005,19.41137566137566,293.5,9,3,0.0,-5090.988202698735,0.6218205574912892
Albert Einstein Academy Charter Middle,math,587,True,0.40399999999999997,0.49700000000000005,19.41137566137566,293.5,9,3,0.0,-5090.988202698735,0.572391304347826
Alder Creek Middle,ela,495,False,0.271,0.33899999999999997,17.678571428571427,247.5,13,12,0.06262626262626263,7158.4250423940175,0.6105041152263374
Alder Creek Middle,math,495,False,0.271,0.33899999999999997,17.678571428571427,247.5,13,12,0.06262626262626263,7158.4250423940175,0.5199279835390946
Alder Middle,ela,1177,False,0.726,0.902,22.66076241817482,588.5,13,11,0.06542056074766354,5697.605208042951,0.2773952095808383
Alder Middle,math,1177,False,0.726,0.902,22.66076241817482,588.5,13,11,0.06542056074766354,5697.605208042951,0.14936752136752135
Alexander Fleming Middle,ela,1442,False,0.682,0.8029999999999999,21.205882352941178,480.6666666666667,14,14,0.0,5587.211817288847,0.4006024981631154
Alexander Fleming Middle,math,1442,False,0.682,0.8029999999999999,21.205882352941178,480.6666666666667,14,14,0.0,5587.211817288847,0.29853241077931536
Alfred B. Nobel Charter Middle,ela,2456,True,0.293,0.42700000000000005,27.291921324591623,614.0,19,18,0.0,5587.211817288847,0.7198704236939532
Alfred B. Nobel Charter Middle,math,2456,True,0.293,0.42700000000000005,27.291921324591623,614.0,19,18,0.0,5587.211817288847,0.6083948339483395
Alfred S. Madrid Middle,ela,844,False,0.7959999999999999,0.915,19.858823529411765,844.0,18,15,0.10071090047393365,6708.348877494462,0.3291411042944785
Alfred S. Madrid Middle,math,844,False,0.7959999999999999,0.915,19.858823529411765,844.0,18,15,0.10071090047393365,6708.348877494462,0.20168667466986795
Alice C. Stelle Middle,ela,790,False,0.053,0.071,23.099415204678362,395.0,11,9,0.0,4625.378183576579,0.6902624495289368
Alice C. Stelle Middle,math,790,False,0.053,0.071,23.099415204678362,395.0,11,9,0.0,4625.378183576579,0.5474056603773585
Aliso Viejo Middle,ela,1055,False,0.131,0.16,24.73622508792497,527.5,13,12,0.0,4497.252292958168,0.7505314009661835
Aliso Viejo Middle,math,1055,False,0.131,0.16,24.73622508792497,527.5,13,12,0.0,4497.252292958168,0.657389210019268
Alliance Academy,ela,371,False,0.898,0.938,19.12371134020619,142.69230769230768,7,5,0.23450134770889489,4715.8310267220695,0.1113265306122449
Alliance Academy,math,371,False,0.898,0.938,19.12371134020619,142.69230769230768,7,5,0.23450134770889489,4715.8310267220695,0.059192200557103065
Alliance College-Ready Middle Academy 12,ela,419,True,0.9209999999999999,0.976,23.27777777777778,209.5,4,1,0,5587.211817288847,0.3281432038834951
Alliance College-Ready Middle Academy 12,math,419,True,0.9209999999999999,0.976,23.27777777777778,209.5,4,1,0,5587.211817288847,0.23820388349514562
Alliance College-Ready Middle Academy 4,ela,455,True,0.9079999999999999,0.993,22.413793103448274,227.5,3,1,0.0,5587.211817288847,0.4785099337748344
Alliance College-Ready Middle Academy 4,math,455,True,0.9079999999999999,0.993,22.413793103448274,227.5,3,1,0.0,5587.211817288847,0.26133554083885213
Alliance College-Ready Middle Academy 5,ela,331,True,0.8370000000000001,0.934,19.470588235294116,220.66666666666666,2,1,0,5587.211817288847,0.32785493827160495
Alliance College-Ready Middle Academy 5,math,331,True,0.8370000000000001,0.934,19.470588235294116,220.66666666666666,2,1,0,5587.211817288847,0.16091049382716052
Alliance College-Ready Middle Academy 8,ela,295,True,0.79,0.932,19.155844155844154,184.375,4,1,0,5587.211817288847,0.44027397260273976
Alliance College-Ready Middle Academy 8,math,295,True,0.79,0.932,19.155844155844154,184.375,4,1,0,5587.211817288847,0.2302054794520548
Alliance Jack H. Skirball Middle,ela,444,True,0.845,0.968,22.2,444.0,2,1,0,5587.211817288847,0.3822055427251732
Alliance Jack H. Skirball Middle,math,444,True,0.845,0.968,22.2,444.0,2,1,0,5587.211817288847,0.2525866050808314
Alliance Kory Hunter Middle,ela,293,True,0.877,0.973,26.636363636363637,293.0,1,1,0,5587.211817288847,0.21404929577464787
Alliance Kory Hunter Middle,math,293,True,0.877,0.973,26.636363636363637,293.0,1,1,0,5587.211817288847,0.09235087719298246
Alliance Leadership Middle Academy,ela,413,True,0.816,0.9079999999999999,22.944444444444443,206.5,5,1,0,5587.211817288847,0.20190773067331672
Alliance Leadership Middle Academy,math,413,True,0.816,0.9079999999999999,22.944444444444443,206.5,5,1,0,5587.211817288847,0.12000000000000001
Almeria Middle,ela,813,False,0.667,0.846,18.977591036414566,271.0,17,15,0.09471094710947109,5697.605208042951,0.24984529702970298
Almeria Middle,math,813,False,0.667,0.846,18.977591036414566,271.0,17,15,0.09471094710947109,5697.605208042951,0.14939431396786157
Almond Tree Middle,ela,698,False,0.7909999999999999,0.9109999999999999,21.151515151515152,232.66666666666666,9,8,0.07163323782234957,5792.095376938637,0.30049107142857145
Almond Tree Middle,math,698,False,0.7909999999999999,0.9109999999999999,21.151515151515152,232.66666666666666,9,8,0.07163323782234957,5792.095376938637,0.227820324005891
Alondra Middle,ela,955,False,0.846,0.9279999999999999,20.76086956521739,477.5,12,11,0.019895287958115182,5268.8077256062315,0.47726086956521746
Alondra Middle,math,955,False,0.846,0.9279999999999999,20.76086956521739,477.5,12,11,0.019895287958115182,5268.8077256062315,0.22896626768226336
Alpha Technology Middle,ela,113,False,0.504,0.522,19.152542372881356,113.0,7,5,0.0,4666.459603658535,0.24721698113207546
Alpha Technology Middle,math,113,False,0.504,0.522,19.152542372881356,113.0,7,5,0.0,4666.459603658535,0.14122641509433964
Alpha: Blanca Alvarado Middle,ela,439,True,0.825,0.9570000000000001,39.90909090909091,,2,1,0.0,7096.845521213125,0.4324754901960784
Alpha: Blanca Alvarado Middle,math,439,True,0.825,0.9570000000000001,39.90909090909091,,2,1,0.0,7096.845521213125,0.38253658536585367
Alpha: Jose Hernandez Middle,ela,328,True,0.887,0.966,32.8,,2,1,0.0,2676.006207374549,0.3406521739130435
Alpha: Jose Hernandez Middle,math,328,True,0.887,0.966,32.8,,2,1,0.0,2676.006207374549,0.2533278145695364
Alta Loma Middle,ela,702,False,0.268,0.342,21.801242236024844,351.0,6,5,0.04415954415954416,4819.561862207809,0.5401537335285506
Alta Loma Middle,math,702,False,0.268,0.342,21.801242236024844,351.0,6,5,0.04415954415954416,4819.561862207809,0.4503812316715543
Altimira Middle,ela,557,False,0.598,0.727,17.79552715654952,214.23076923076923,10,7,0.06642728904847396,6009.654485900217,0.412134724857685
Altimira Middle,math,557,False,0.598,0.727,17.79552715654952,214.23076923076923,10,7,0.06642728904847396,6009.654485900217,0.22947817836812145
Amargosa Creek Middle,ela,1014,False,0.664,0.7190000000000001,21.574468085106382,338.0,14,12,0.14891518737672585,4577.099326401153,0.44825742574257427
Amargosa Creek Middle,math,1014,False,0.664,0.7190000000000001,21.574468085106382,338.0,14,12,0.14891518737672585,4577.099326401153,0.22980597014925372
American Canyon Middle,ela,1041,False,0.31,0.41200000000000003,22.586244304621392,347.0,8,6,0.17963496637848222,4849.008366794735,0.5008513779527559
American Canyon Middle,math,1041,False,0.31,0.41200000000000003,22.586244304621392,347.0,8,6,0.17963496637848222,4849.008366794735,0.35140159045725644
American Indian Public Charter,ela,131,True,0.6559999999999999,0.84,17.236842105263158,,5,1,0,4715.8310267220695,0.5714173228346456
American Indian Public Charter,math,131,True,0.6559999999999999,0.84,17.236842105263158,,5,1,0,4715.8310267220695,0.609375
Anacapa Middle,ela,865,False,0.401,0.55,25.116144018583043,288.3333333333333,17,15,0.10867052023121387,5061.518909197082,0.4408108108108108
Anacapa Middle,math,865,False,0.401,0.55,25.116144018583043,288.3333333333333,17,15,0.10867052023121387,5061.518909197082,0.2701408450704225
Anderson Middle,ela,473,False,0.7,0.7859999999999999,17.51851851851852,236.5,13,11,0.1416490486257928,5566.454596554851,0.2929550561797753
Anderson Middle,math,473,False,0.7,0.7859999999999999,17.51851851851852,236.5,13,11,0.1416490486257928,5566.454596554851,0.2021777777777778
Andrew Carnegie Middle,ela,1059,False,0.256,0.32,23.491570541259982,529.5,10,10,0.010387157695939566,4674.786103623593,0.4071198754540737
Andrew Carnegie Middle,math,1059,False,0.256,0.32,23.491570541259982,529.5,10,10,0.010387157695939566,4674.786103623593,0.33002594706798133
Andrew N. Christensen Middle,ela,615,False,0.14800000000000002,0.2,22.09051724137931,307.5,11,9,0.06666666666666667,11964.414951608302,0.6317138103161397
Andrew N. Christensen Middle,math,615,False,0.14800000000000002,0.2,22.09051724137931,307.5,11,9,0.06666666666666667,11964.414951608302,0.39086092715231785
Animo Ellen Ochoa Charter Middle,ela,298,True,0.899,0.966,21.285714285714285,149.0,4,3,0.04697986577181208,5587.211817288847,0.1979655172413793
Animo Ellen Ochoa Charter Middle,math,298,True,0.899,0.966,21.285714285714285,149.0,4,3,0.04697986577181208,5587.211817288847,0.09010344827586207
Animo James B. Taylor Charter Middle,ela,462,True,0.9259999999999999,0.9740000000000001,23.1,231.0,2,1,0.11688311688311688,5587.211817288847,0.27859513274336284
Animo James B. Taylor Charter Middle,math,462,True,0.9259999999999999,0.9740000000000001,23.1,231.0,2,1,0.11688311688311688,5587.211817288847,0.1088791208791209
Animo Jefferson Charter Middle,ela,551,True,0.975,0.993,21.192307692307693,183.66666666666666,4,3,0.050816696914700546,5587.211817288847,0.37939814814814815
Animo Jefferson Charter Middle,math,551,True,0.975,0.993,21.192307692307693,183.66666666666666,4,3,0.050816696914700546,5587.211817288847,0.18833333333333332
Animo Mae Jemison Charter Middle,ela,320,True,0.903,0.953,20.0,160.0,2,1,0.0,5587.211817288847,0.24175986842105265
Animo Mae Jemison Charter Middle,math,320,True,0.903,0.953,20.0,160.0,2,1,0.0,5587.211817288847,0.1315409836065574
Animo Phillis Wheatley Charter Middle,ela,605,True,0.838,0.917,17.285714285714285,151.25,3,2,0.5702479338842975,5587.211817288847,0.1617894736842105
Animo Phillis Wheatley Charter Middle,math,605,True,0.838,0.917,17.285714285714285,151.25,3,2,0.5702479338842975,5587.211817288847,0.056967071057192384
Animo Western Charter Middle,ela,626,True,0.872,0.941,19.5625,208.66666666666666,3,2,0.5415335463258786,5587.211817288847,0.2515847457627119
Animo Western Charter Middle,math,626,True,0.872,0.941,19.5625,208.66666666666666,3,2,0.5415335463258786,5587.211817288847,0.09868421052631579
Animo Westside Charter Middle,ela,437,True,0.629,0.773,24.27777777777778,218.5,6,2,0.032036613272311214,5587.211817288847,0.460299043062201
Animo Westside Charter Middle,math,437,True,0.629,0.773,24.27777777777778,218.5,6,2,0.032036613272311214,5587.211817288847,0.2018269230769231
Anna Mckenney Intermediate,ela,524,False,0.71,0.8029999999999999,22.29787234042553,137.89473684210526,12,12,0.13549618320610687,5074.253585271322,0.2825442043222004
Anna Mckenney Intermediate,math,524,False,0.71,0.8029999999999999,22.29787234042553,137.89473684210526,12,12,0.13549618320610687,5074.253585271322,0.18087426326129666
Antelope Crossing Middle,ela,1000,False,0.33799999999999997,0.535,23.24500232450023,250.0,15,12,0.076,4848.940923214821,0.49883064516129033
Antelope Crossing Middle,math,1000,False,0.33799999999999997,0.535,23.24500232450023,250.0,15,12,0.076,4848.940923214821,0.3572658610271903
Antioch Middle,ela,752,False,0.828,0.899,21.98830409356725,188.0,6,4,0.7593085106382979,4860.890335123647,0.18873435326842836
Antioch Middle,math,752,False,0.828,0.899,21.98830409356725,188.0,6,4,0.7593085106382979,4860.890335123647,0.0716504854368932
Aptos Middle,ela,1000,False,0.45799999999999996,0.593,17.21170395869191,222.22222222222223,9,9,0.031,5340.59900229339,0.5515432098765433
Aptos Middle,math,1000,False,0.45799999999999996,0.593,17.21170395869191,222.22222222222223,9,9,0.031,5340.59900229339,0.49034587995930823
Arcade Fundamental Middle,ela,485,False,0.491,0.565,22.87735849056604,242.5,11,11,0.18556701030927836,4674.786103623593,0.5074137931034483
Arcade Fundamental Middle,math,485,False,0.491,0.565,22.87735849056604,242.5,11,11,0.18556701030927836,4674.786103623593,0.34088865096359744
Arden Middle,ela,950,False,0.294,0.331,24.352730069213024,475.0,12,12,0.01368421052631579,4674.786103623593,0.5685737704918031
Arden Middle,math,950,False,0.294,0.331,24.352730069213024,475.0,12,12,0.01368421052631579,4674.786103623593,0.5016301969365426
Arizona Middle,ela,1071,False,0.622,0.7979999999999999,24.34090909090909,535.5,13,10,0.09990662931839403,5542.096931059282,0.3697159090909091
Arizona Middle,math,1071,False,0.622,0.7979999999999999,24.34090909090909,535.5,13,10,0.09990662931839403,5542.096931059282,0.28962157048249765
Arlie F. Hutchinson Middle,ela,606,False,0.439,0.535,26.347826086956523,303.0,11,11,0.07755775577557755,5164.288405153978,0.5983141447368421
Arlie F. Hutchinson Middle,math,606,False,0.439,0.535,26.347826086956523,303.0,11,11,0.07755775577557755,5164.288405153978,0.4283305921052632
Arrowview Middle,ela,1113,False,0.9,0.96,22.34939759036145,185.5,10,9,0.17160826594788858,5931.2610631671805,0.34860165593376263
Arrowview Middle,math,1113,False,0.9,0.96,22.34939759036145,185.5,10,9,0.17160826594788858,5931.2610631671805,0.19222731439046745
Arroyo Vista Middle,ela,388,False,0.075,0.095,23.303303303303306,776.0,15,15,0.0,4497.252292958168,0.7912933333333334
Arroyo Vista Middle,math,388,False,0.075,0.095,23.303303303303306,776.0,15,15,0.0,4497.252292958168,0.6914133333333332
Arthur E. Wright Middle,ela,875,False,0.086,0.111,22.493573264781492,437.5,11,9,0.0,4625.378183576579,0.7685011709601873
Arthur E. Wright Middle,math,875,False,0.086,0.111,22.493573264781492,437.5,11,9,0.0,4625.378183576579,0.5818559718969556
Aspire Centennial College Preparatory Academy,ela,547,True,0.797,0.9009999999999999,23.37606837606838,547.0,2,1,0.0,5587.211817288847,0.3788815789473684
Aspire Centennial College Preparatory Academy,math,547,True,0.797,0.9009999999999999,23.37606837606838,547.0,2,1,0.0,5587.211817288847,0.20874060150375942
Atascadero Junior High,ela,806,False,0.325,0.387,21.533529254608602,403.0,17,14,0.05831265508684864,4554.555126568811,0.4781572164948454
Atascadero Junior High,math,806,False,0.325,0.387,21.533529254608602,403.0,17,14,0.05831265508684864,4554.555126568811,0.34169448010269576
